5858700,100,5857000,26,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854500,100,5863300,5,5854400,167,5868900,200,5853000,150,5869500,50,5852500,100,5870000,700,5851000,5
5858700,100,5857000,44,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854500,100,5863300,5,5854400,167,5868900,200,5853000,150,5869500,50,5852500,100,5870000,700,5851000,5
5858700,100,5857100,18,5859300,59,5857000,44,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856000,3,5863300,5,5854500,100,5868900,200,5854400,167,5869500,50,5853000,150,5870000,700,5852500,100
5858700,100,5857100,18,5859300,59,5857000,44,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856000,3,5863300,5,5854400,167,5868900,200,5853000,150,5869500,50,5852500,100,5870000,700,5851000,5
5858700,100,5857100,18,5859300,59,5857000,44,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856000,103,5863300,5,5854400,167,5868900,200,5853000,150,5869500,50,5852500,100,5870000,700,5851000,5
5858700,100,5857100,18,5859300,59,5857000,44,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856000,3,5863300,5,5854400,167,5868900,200,5853000,150,5869500,50,5852500,100,5870000,700,5851000,5
5858700,100,5857100,18,5859300,59,5857000,44,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856100,100,5863300,5,5856000,3,5868900,200,5854400,167,5869500,50,5853000,150,5870000,700,5852500,100
5858700,100,5857400,100,5859300,59,5857100,18,5859400,300,5857000,44,5859800,400,5856900,20,5859900,100,5856500,5,5861000,200,5856400,20,5863300,5,5856100,100,5868900,200,5856000,3,5869500,50,5854400,167,5870000,700,5853000,150
5858700,100,5857400,100,5858900,100,5857100,18,5859300,59,5857000,44,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856100,100,5863300,5,5856000,3,5868900,200,5854400,167,5869500,50,5853000,150
5858700,100,5857400,100,5858900,100,5857100,18,5859300,59,5857000,44,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856100,100,5863300,5,5856000,3,5868900,200,5854400,167,5869500,50,5852500,100
